Talk ={

a1="赤羽这个小娃娃不懂事，去帮我一顿！",f1="我打完了",c1="",r1="",s1="",t1="",
a9390="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9390="初级强化石可提升装备属性，是个好东西。",c9390="初级强化石可提升装备属性，是个好东西。",
a9391="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9391="初级强化石可提升装备属性，是个好东西。",c9391="初级强化石可提升装备属性，是个好东西。",
a9392="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9392="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9392="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9393="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9393="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9393="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9394="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9394="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9394="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9395="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9395="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9395="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9396="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9396="挑战校武场，可获得各种各样的伙伴信物。",c9396="挑战校武场，可获得各种各样的伙伴信物。",
a9397="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9397="挑战校武场，可获得各种各样的伙伴信物。",c9397="挑战校武场，可获得各种各样的伙伴信物。",
a9398="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9398="挑战校武场，可获得各种各样的伙伴信物。",c9398="挑战校武场，可获得各种各样的伙伴信物。",
a9399="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9399="挑战校武场，可获得各种各样的伙伴信物。",c9399="挑战校武场，可获得各种各样的伙伴信物。",
a9400="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9400="挑战校武场，可获得各种各样的伙伴信物。",c9400="挑战校武场，可获得各种各样的伙伴信物。",
a9401="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9401="挑战校武场，可获得各种各样的伙伴信物。",c9401="挑战校武场，可获得各种各样的伙伴信物。",
a9402="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9402="挑战校武场，可获得各种各样的伙伴信物。",c9402="挑战校武场，可获得各种各样的伙伴信物。",
a9403="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9403="挑战校武场，可获得各种各样的伙伴信物。",c9403="挑战校武场，可获得各种各样的伙伴信物。",
a9404="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9404="挑战校武场，可获得各种各样的伙伴信物。",c9404="挑战校武场，可获得各种各样的伙伴信物。",
a9405="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9405="挑战校武场，可获得各种各样的伙伴信物。",c9405="挑战校武场，可获得各种各样的伙伴信物。",
a9406="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9406="挑战校武场，可获得各种各样的伙伴信物。",c9406="挑战校武场，可获得各种各样的伙伴信物。",
a9407="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9407="挑战校武场，可获得各种各样的伙伴信物。",c9407="挑战校武场，可获得各种各样的伙伴信物。",
a9408="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9408="挑战校武场，可获得各种各样的伙伴信物。",c9408="挑战校武场，可获得各种各样的伙伴信物。",
a9409="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9409="挑战校武场，可获得各种各样的伙伴信物。",c9409="挑战校武场，可获得各种各样的伙伴信物。",
a9410="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9410="挑战校武场，可获得各种各样的伙伴信物。",c9410="挑战校武场，可获得各种各样的伙伴信物。",
a9411="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9411="挑战校武场，可获得各种各样的伙伴信物。",c9411="挑战校武场，可获得各种各样的伙伴信物。",
a9412="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9412="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9412="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9413="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9413="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9413="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9414="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9414="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9414="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9415="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9415="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c9415="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a9416="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9416="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9416="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9417="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9417="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9417="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9418="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9418="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9418="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9419="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9419="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",c9419="平常身上多带几张瞬影符，出行会很方便很多，居家旅行必备。",
a9420="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9420="使用夜明珠，可提升伙伴忠诚度。",c9420="使用夜明珠，可提升伙伴忠诚度。",
a9421="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9421="使用夜明珠，可提升伙伴忠诚度。",c9421="使用夜明珠，可提升伙伴忠诚度。",
a9422="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9422="使用夜明珠，可提升伙伴忠诚度。",c9422="使用夜明珠，可提升伙伴忠诚度。",
a9423="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9423="使用夜明珠，可提升伙伴忠诚度。",c9423="使用夜明珠，可提升伙伴忠诚度。",
a9424="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9424="初级强化石可提升装备属性，是个好东西。",c9424="初级强化石可提升装备属性，是个好东西。",
a9425="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9425="初级强化石可提升装备属性，是个好东西。",c9425="初级强化石可提升装备属性，是个好东西。",
a9426="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9426="初级强化石可提升装备属性，是个好东西。",c9426="初级强化石可提升装备属性，是个好东西。",
a9427="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9427="初级强化石可提升装备属性，是个好东西。",c9427="初级强化石可提升装备属性，是个好东西。",
a9428="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9428="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9428="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9429="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9429="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9429="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9430="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9430="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9430="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9431="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9431="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",c9431="玄离铁在你40级时可将20级套装升级成40级套装，很神奇。",
a9432="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9432="淬甲石可以通过挑战破狱之战获得。",c9432="淬甲石可以通过挑战破狱之战获得。",
a9433="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9433="淬甲石可以通过挑战破狱之战获得。",c9433="淬甲石可以通过挑战破狱之战获得。",
a9434="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9434="淬甲石可以通过挑战破狱之战获得。",c9434="淬甲石可以通过挑战破狱之战获得。",
a9435="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9435="淬甲石可以通过挑战破狱之战获得。",c9435="淬甲石可以通过挑战破狱之战获得。",
a9436="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9436="挑战校武场，可获得各种各样的伙伴信物。",c9436="挑战校武场，可获得各种各样的伙伴信物。",
a9437="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9437="挑战校武场，可获得各种各样的伙伴信物。",c9437="挑战校武场，可获得各种各样的伙伴信物。",
a9438="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9438="挑战校武场，可获得各种各样的伙伴信物。",c9438="挑战校武场，可获得各种各样的伙伴信物。",
a9439="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9439="挑战校武场，可获得各种各样的伙伴信物。",c9439="挑战校武场，可获得各种各样的伙伴信物。",
a9440="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9440="挑战校武场，可获得各种各样的伙伴信物。",c9440="挑战校武场，可获得各种各样的伙伴信物。",
a9441="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f9441="挑战校武场，可获得各种各样的伙伴信物。",c9441="挑战校武场，可获得各种各样的伙伴信物。",
